Position,247 Comp.,247 or Prepstar,Career Summary,Cl1,Era,ESPN/ Lemming,Ht/Wt*1,Last Year1,Name1,NFL Draft (group),NFL Draft1,"On3, Scout or Superprep",Past/Present/Future,Past/Present/Future (copy),Position (group),Rivals or NRA,Offense/Defense,Pos1,UM rk,☆S
SL,"0.8843 (#52 WR), #368 OVR",-,Played out eligibility,2008 (Rodriguez),2008-'10 (Rodriguez),"78 (#56 WR), #162 SE",5'8/164,2011,Martavious Odoms,Not Drafted,Not Drafted,"4* (#49 WR), #293 OVR",Former players,Former players,Offense,"5.7 (#71 WR), #77 FL",True,SL,62,3.81
WR,"0.8687 (#68 WR), #497 OVR","87 (#91 WR), not ranked",Degree and a Transfer,2014 (Hoke),2011-'14 (Hoke),"80 (#59 WR), #39 MW",6'3/195,2017,Maurice Ways,Not Drafted,Not Drafted,3* (#58 WR),Former players,Former players,Offense,"5.7 (#58 WR), #6 MI",True,WR,63,3.8
WR,-,-,Played out eligibility,2001 (Carr),1995-'07 (Carr),Lemming: #49 WR,6'3/201,2004,Braylon Edwards,1st Day (Rnd 1-3),1st,Superprep: #57 MW,Former players,Former players,Offense,3* (#49 WR),True,WR,64,3.79
SL,"0.8743 (#59 CB), #595 OVR","88 (#52 CB), #513 OVR",On Team,2019 (Harbaugh),2015-> (Harbaugh),"80 (#25 ATH), #36 East",5'10/165,On Team,Mike Sainristil,Still in College,2024,-,Current players,Current players,Offense,"5.6 (#56 ATH), #2 MA",True,SL,65,3.78
SL,"0.8813 (#55 WR), #384 OVR",-,Played out eligibility,2008 (Rodriguez),2008-'10 (Rodriguez),"75 (#104 WR), #NR MW",6'0/154,2012,Roy Roundtree,Not Drafted,Not Drafted,3* (#89 WR),Former players,Former players,Offense,"5.8 (#44 WR), #17 OH",True,SL,66,3.77
WR,"0.8784 (#34 ATH), #526 OVR","87 (#52 ATH), #30 LA",On Team,2022 (Harbaugh),2015-> (Harbaugh),"80 (#45 WR), #127 SE",6'4/175,0,Amorion Walker,Still in High School,2026,"3* , 88, #NR Ovr
 #71 WR, #20 LA",Class of 2022,Commits,Offense,"5.7 (#40 ATH), #27 LA",True,WR,67,3.75
WR,"0.8634 (#74 WR), #562 OVR","88 (#66 WR), not ranked",Behavioral: dismissed,2013 (Hoke),2011-'14 (Hoke),"76 (#121 WR), #112 MW",6'3/190,2013,Csont'e York,Not Drafted,Not Drafted,3* (#56 WR),Former players,Former players,Offense,"5.7 (#75 WR), #10 MI",True,WR,68,3.7
WR,"0.8755 (#81 WR), #527 OVR","88 (#69 WR), #462 OVR",On Team,2021 (Harbaugh),2015-> (Harbaugh),"77 (#115 WR), #86 MW",6'2/175,On Team,Andrel Anthony,Still in College,2025,-,Current players,Current players,Offense,"5.7 (#76 WR), #16 MI",True,WR,69,3.69
WR,"0.865 (#74 WR), #639 OVR","89 (#56 WR), not ranked",Played out eligibility,2012 (Hoke),2011-'14 (Hoke),"79 (#58 WR), #91 Midlands",6'3/185,2016,Jehu Chesson,2nd Day (Rnd 4-7),4th,3* (#82 WR),Former players,Former players,Offense,"5.6 (#91 WR), #11 MO",True,WR,70,3.67
SL,"0.8573 (#102 WR), #672 OVR","92 (#40 WR), #243 OVR",Behavioral: dismissed,2016 (Harbaugh),2015-> (Harbaugh),"72 (#180 WR), #613 SE",5'11/175,2017,Nate Johnson,Still in College,2022,3* (#74 WR),Former players,Former players,Offense,"5.7 (#79 WR), #19 TN",True,SL,71,3.65
SL,"0.8503 (#109 WR), #864 OVR","85 (#133 WR), not ranked",Played out eligibility,2015 (Harbaugh),2015-> (Harbaugh),"76 (#128 WR), #78 MW",6'0/185,2018,Grant Perry,Not Drafted,Not Drafted,3* (#59 WR),Former players,Former players,Offense,"5.6 (#80 WR), #12 MI",True,SL,72,3.63
WR,"0.8573 (#115 WR), #866 OVR",-,Played out eligibility,2010 (Rodriguez),2008-'10 (Rodriguez),"79 (#39 WR), #NR MW",6'3/194,2013,Jeremy Jackson,Not Drafted,Not Drafted,3* (#79 WR),Former players,Former players,Offense,"5.5 (#NR WR), #22 MI",True,WR,73,3.62
WR,"0.851 (#57 WR), #772 OVR","84 (#155 WR), not ranked",Degree and a Transfer,2013 (Hoke),2011-'14 (Hoke),"78 (#80 WR), #77 MW",6'2/195,2015,Da'Mario Jones,Not Drafted,Not Drafted,3* (#55 WR),Former players,Former players,Offense,"5.6 (#NR WR), #17 MI",True,WR,74,3.62
SL,-,-,Played out eligibility,2000 (Carr),1995-'07 (Carr),"Lemming: #65 WR, #82",6'1/185,2003,Calvin Bell,Not Drafted,Not Drafted,Superprep: #70 Far West,Former players,Former players,Offense,2* (#65 WR),True,SL,75,3.58
WR,"0.8564 (#116 WR), #958 OVR","87 (#102 WR), #760 OVR",Degree/Medical,2019 (Harbaugh),2015-> (Harbaugh),"73 (#177 WR), #169 MW",6'0/170,2019,Quintel Kent,Still in College,2025,-,Former players,Former players,Offense,"5.6 (#87 WR), #28 OH",True,WR,76,3.52
WR,"0.8542 (#129 WR), #978 OVR",-,Gave up football,2010 (Rodriguez),2008-'10 (Rodriguez),"78 (#54 WR), #NR MW",6'1/172,2010,D.J. Williamson,Not Drafted,Not Drafted,2* (#168 WR),Former players,Former players,Offense,5.5 (#NR WR),True,WR,77,3.51
SL,"0.8559 (#56 ATH), #887 OVR",-,Played out eligibility,2010 (Rodriguez),2008-'10 (Rodriguez),"73 (#137 ATH), #NR SE",5'10/175,2013,Drew Dileo,Not Drafted,Not Drafted,3* (#101 WR),Former players,Former players,Offense,"5.6 (#73 ATH), #24 LA",True,SL,78,3.49
WR,"0.8349 (#213 WR), #1482 OVR","85 (#168 WR), #1146 OVR",On Team,2018 (Harbaugh),2015-> (Harbaugh),"73 (#210 WR), #251 Midlands",6'0/170,On Team,Ronnie Bell,Still in College,2024,-,Current players,Current players,Offense,5.4 (#NR WR),True,WR,79,3.21
WR,-,BlueChip Illustrated: Top 100 JUCO,Played out eligibility,1996 (Carr),1995-'07 (Carr),"Lemming: #1 JUCO WR, #5 JuCo",6'0/180,1997,Russell Shaw,Not Drafted,Not Drafted,-,Former players,Former players,Offense,-,True,WR,80,3
SL,walk-on,"74 (#449 WR), #122 OH",Degree and a Handshake,2017 (Harbaugh),2015-> (Harbaugh),walk-on,6'0/180,2020,Jake McCurry,Still in College,2023,not rated,Former players,Former players,Offense,not rated,True,SL,81,2.48
WR,-,walk-on,Degree and a Handshake,2012 (Hoke),2011-'14 (Hoke),walk-on,6'2/185,2014,Bo Dever,Not Drafted,Not Drafted,walk-on,Former players,Former players,Offense,walk-on,True,WR,82,2.2
TE,-,-,Transfer: playing time,1990 (Moeller),1990-'94 (Moeller),Lemming: #2 TE,6'3/250,1991,Gordon Laro,UDFA,UDFA,-,Former players,Former players,Offense,-,True,TE,1,4.66
TE,"0.9819 (#8 WR), #49 OVR",-,Played out eligibility,2001 (Carr),1995-'07 (Carr),Lemming: #23 WR,6'4/215,2005,Tim Massaquoi,2nd Day (Rnd 4-7),7th,"Superprep: #3 ATH, #6 PA",Former players,Former players,Offense,"5* (#5 WR), #36 OVR",True,TE,2,4.59
TE,"0.9628 (#3 TE), #74 OVR","92 (#8 TE), #218 OVR",Transfer: Personal,2016 (Harbaugh),2015-> (Harbaugh),"85 (#3 TE-Y), #44 OVR",6'5/270,2016,Devin Asiasi,1st Day (Rnd 1-3),3rd,"4* (#4 TE), #67 OVR",Former players,Former players,Offense,"6.0 (#2 TE), #46 OVR",True,TE,3,4.53
TE,-,BlueChip Illustrated: #5 TE,Played out eligibility,1994 (Moeller),1990-'94 (Moeller),"Lemming: #5 DE, #6 Midlands",6'5/227,1998,Jerame Tuman,2nd Day (Rnd 4-7),5th,Superprep: #8 Midlands (AA),Former players,Former players,Offense,6.0 (#4 TE),True,TE,4,4.45
TE,"0.9318 (#6 TE), #168 OVR","91 (#7 TE), #227 OVR",Transfer: playing time,2018 (Harbaugh),2015-> (Harbaugh),"86 (#2 TE-Y), #42 OVR",6'4/235,2019,Mustapha Muhammad,Still in College,2024,-,Former players,Former players,Offense,"5.8 (#17 TE), #30 TX",True,TE,5,4.29
TE,"0.9222 (#6 SDE), #133 OVR",-,Played out eligibility,2004 (Carr),1995-'07 (Carr),-,6'5/225,2008,Michael Massey,Not Drafted,Not Drafted,3* (#46 DE),Former players,Former players,Offense,"5.9 (#5 SDE), #5 OH",True,TE,6,4.26
TE,"0.9258 (#11 TE), #172 OVR","89 (#14 TE), not ranked",Played out eligibility,2013 (Hoke),2011-'14 (Hoke),"83 (#4 TE-Y), #179 OVR",6'6/230,2016,Jake Butt,2nd Day (Rnd 4-7),5th,"4* (#5 TE), #145 OVR",Former players,Former players,Offense,"5.9 (#5 TE), #144 OVR",True,TE,7,4.22
TE,-,Prepstar: #1 ATH MW,Played out eligibility,1998 (Carr),1995-'07 (Carr),Lemming: #6 TE,6'4/251,2002,Bennie Joppru,1st Day (Rnd 1-3),2nd,"Superprep: #7 LG-ATH, #33 MW",Former players,Former players,Offense,5.8 (#9 DT),True,TE,8,4.18
TE,"0.9228 (#8 PRO), #175 OVR","88 (#16 PRO), not ranked",Early NFL,2015 (Harbaugh),2015-> (Harbaugh),"83 (#9 PRO), #118 OVR",6'8/230,2018,Zach Gentry,2nd Day (Rnd 4-7),5th,"4* (#19 QB), #278 OVR",Former players,Former players,Offense,"5.9 (#4 DUAL), #105 OVR",True,TE,9,4.17
TE,"0.9436 (#5 TE), #116 OVR",-,Played out eligibility,2008 (Rodriguez),2008-'10 (Rodriguez),"81 (#6 TE), #115 OVR",6'5/243,2012,Brandon Moore,Not Drafted,Not Drafted,3* (#43 TE),Former players,Former players,Offense,"5.8 (#8 TE), #187 OVR",True,TE,10,4.16
TE,-,"BlueChip Illustrated: #2 TE Midwest, All American",Played out eligibility,1995 (Carr),1995-'07 (Carr),"Lemming: #9 TE, #17 MW",6'5/240,1999,Aaron Shea,2nd Day (Rnd 4-7),4th,"Superprep: #11 TE, #16 MW (AA)",Former players,Former players,Offense,5.9 (#6 SDE),True,TE,11,4.14
TE,-,-,Played out eligibility,2000 (Carr),1995-'07 (Carr),"Lemming: #15 TE, #177 OVR",6'6/240,2006,Tyler Ecker,2nd Day (Rnd 4-7),7th,Superprep: #13 Far West,Former players,Former players,Offense,4* (#9 TE),True,TE,12,4.09
TE,-,"BlueChip Illustrated: #7 TE, All American",Played out eligibility,1994 (Moeller),1990-'94 (Moeller),"Lemming: #15 TE, #45 MW",6'6/245,1998,Mark Campbell,UDFA but NFL player,UDFA+,Superprep: #30 MW,Former players,Former players,Offense,5.9 (#6 TE),True,TE,13,4.07
TE,-,-,Played out eligibility,1991 (Moeller),1990-'94 (Moeller),Lemming: #22 OT,6'4/250,1995,Rob Vander Leest,Not Drafted,Not Drafted,-,Former players,Former players,Offense,-,True,TE,14,4.06
TE,"0.9135 (#7 TE), #203 OVR",-,Played out eligibility,2008 (Rodriguez),2008-'10 (Rodriguez),"70 (#113 DE), #NR MW",6'4/235,2011,Kevin Koger,Not Drafted,Not Drafted,"4* (#6 TE), #115 OVR",Former players,Former players,Offense,"5.9 (#4 TE), #144 OVR",True,TE,15,4.06
TE,"0.8953 (#12 TE), #313 OVR","90 (#13 TE), not ranked",Transfer: playing time,2015 (Harbaugh),2015-> (Harbaugh),"79 (#12 TE-Y), #48 East",6'6/260,2017,Tyrone Wheatley Jr.,Not Drafted,Not Drafted,"4* (#25 DE), #279 OVR",Former players,Former players,Offense,"5.8 (#13 TE), #1 NY",True,TE,16,4.05
TE,-,-,Behavioral: dismissed,1992 (Moeller),1990-'94 (Moeller),Lemming: #6 TE,6'6/215,1993,Damon Jones,2nd Day (Rnd 4-7),5th,Superprep: #51 MW,Former players,Former players,Offense,-,True,TE,17,4.01
TE,"0.8995 (#12 TE), #285 OVR",-,Transfer: playing time,2010 (Rodriguez),2008-'10 (Rodriguez),"81 (#27 WR), #173 OVR",6'4/225,2012,Ricardo Miller,Not Drafted,Not Drafted,"4* (#27 WR), #167 OVR",Former players,Former players,Offense,"5.7 (#66 WR), #12 MI",True,TE,18,4.01
TE,"0.8904 (#11 TE), #315 OVR","92 (#6 TE), #230 OVR",Degree and a Transfer,2014 (Hoke),2011-'14 (Hoke),"82 (#6 TE-H), #200 OVR",6'7/230,2017,Ian Bunting,UDFA,UDFA,3* (#21 TE),Former players,Former players,Offense,"5.8 (#10 TE), #15 IL",True,TE,19,3.96
TE,"0.8843 (#15 TE), #367 OVR","91 (#11 TE), #269 OVR",(Played out eligibility-COVID),2016 (Harbaugh),2015-> (Harbaugh),"81 (#2 TE-H), #258 OVR",6'5/230,2020,Nick Eubanks,UDFA,UDFA,3* (#29 TE),Former players,Former players,Offense,"5.8 (#9 TE), #34 FL",True,TE,20,3.95
TE,"0.8918 (#20 TE), #332 OVR","88 (#25 TE), #5 MA",commit,2023,2015-> (Harbaugh),no rating,6'4/215,-1,Andrew Rappleyea,2027,2027,"4* , 91, #169 Ovr
 #10 TE, #3 MA",Class of 2023,Commits,Offense,"5.8 (#12 TE), #240 OVR",True,TE,21,3.93
TE,"0.9054 (#11 TE), #275 OVR","88 (#28 TE), #563 OVR",On Team,2021 (Harbaugh),2015-> (Harbaugh),"77 (#24 TE-Y), #90 East",6'6/222,On Team,Louis Hansen,Still in High School,2026,-,Current players,Current players,Offense,"5.9 (#5 TE), #85 OVR",True,TE,22,3.93
TE,"0.8937 (#13 TE), #346 OVR","90 (#13 TE), #309 OVR",On Team,2019 (Harbaugh),2015-> (Harbaugh),"79 (#10 TE-H), #49 MW",6'4/225,On Team,Erick All,Still in College,2024,-,Current players,Current players,Offense,"5.8 (#16 TE), #15 OH",True,TE,23,3.93
TE,-,-,Played out eligibility,1997 (Carr),1995-'07 (Carr),"Lemming: #14 S, #34 Midlands",6'3/200,2001,Eric Rosel,Not Drafted,Not Drafted,Superprep: #55 Midlands,Former players,Former players,Offense,5.6 (#10 DB),True,TE,24,3.92
TE,-,BCI: #4 TE Midwest,Transfer: playing time,1996 (Carr),1995-'07 (Carr),"Lemming: #15 TE, #26 MW",6'4/240,1998,Chad Carpenter,Not Drafted,Not Drafted,"Superprep: #10 TE, #22 MW (AA)",Former players,Former players,Offense,-,True,TE,25,3.91
TE,"0.8940 (#17 TE), #338 OVR","91 (#10 TE), #1 ID",On Team,2022 (Harbaugh),2015-> (Harbaugh),"79 (#11 TE-H), #70 West",6'4/230,0,Colston Loveland,Still in High School,2026,"3* , 89, #NR Ovr
 #21 TE, #1 ID",Class of 2022,Commits,Offense,"5.8 (#13 TE), #1 ID",True,TE,26,3.9
TE,-,-,Gave up football,2001 (Carr),1995-'07 (Carr),Lemming: #10 TE,6'7/248,2002,Kyle Ealey,Not Drafted,Not Drafted,Superprep: #38 MW,Former players,Former players,Offense,3* (#21 TE),True,TE,27,3.89
TE,"0.88 (#24 TE), #344 OVR",-,Transfer: Personal,2011 (Hoke),2011-'14 (Hoke),"78 (#20 TE), #76 Midlands",6'5/245,2011,Chris Barnett,Not Drafted,Not Drafted,3* (#16 TE),Former players,Former players,Offense,"5.8 (#14 TE), #224 OVR",True,TE,28,3.88
TE,"0.8844 (#36 WR), #272 OVR",-,Played out eligibility,2007 (Carr),1995-'07 (Carr),"77 (#56 WR), #NR MW",6'4/225,2010,Martell Webb,Not Drafted,Not Drafted,4* (#17 TE),Former players,Former players,Offense,"5.8 (#29 WR), #12 MI",True,TE,29,3.85
TE,-,-,Played out eligibility,2000 (Carr),1995-'07 (Carr),"Lemming: #21 TE, #130 OVR",6'5/225,2004,Jim Fisher,Not Drafted,Not Drafted,Superprep: #45 MW,Former players,Former players,Offense,3* (#23 TE),True,TE,30,3.85
TE,-,-,Played out eligibility,1990 (Moeller),1990-'94 (Moeller),Lemming: #16 TE,6'3/240,1993,John Jaeckin,Not Drafted,Not Drafted,-,Former players,Former players,Offense,-,True,TE,31,3.82
TE,"0.8853 (#13 TE), #414 OVR","92 (#7 TE), #156 OVR",On Team,2020 (Harbaugh),2015-> (Harbaugh),"76 (#20 TE-Y), #107 East",6'4/230,On Team,Matthew Hibner,Still in College,2025,-,Current players,Current players,Offense,"5.6 (#35 TE), #17 VA",True,TE,32,3.82
TE,-,-,Played out eligibility,1999 (Carr),1995-'07 (Carr),Lemming: #21 PRO,6'3/225,2003,Andy Mignery,Not Drafted,Not Drafted,Superprep: #48 MW,Former players,Former players,Offense,3* (#27 QB),True,TE,33,3.8
TE,"0.8727 (#48 OT), #448 OVR","86 (#72 OT), #753 OVR",On Team,2017 (Harbaugh),2015-> (Harbaugh),"82 (#22 OT), #200 OVR",6'6/278,On Team,Joel Honigford,Still in College,2023,3* (#53 OT),Current players,Current players,Offense,5.7 (#49 OT),True,TE,34,3.78
TE,"0.8934 (#11 TE), #331 OVR","86 (#24 TE), not ranked",Played out eligibility,2012 (Hoke),2011-'14 (Hoke),"77 (#36 TE), #78 MW",6'6/255,2015,A.J. Williams,Not Drafted,Not Drafted,"4* (#27 OT), #225 OVR",Former players,Former players,Offense,"5.7 (#22 TE), #26 OH",True,TE,35,3.77
TE,-,-,Played out eligibility,1997 (Carr),1995-'07 (Carr),"Lemming: #NR TE, #",6'3/206,2001,Bill Seymour,Not Drafted,Not Drafted,Superprep: #40 MW,Former players,Former players,Offense,-,True,TE,36,3.77
TE,"0.8667 (#25 TE), #376 OVR",-,Degree/Gave up football,2002 (Carr),1995-'07 (Carr),Lemming: #19 TE,6'5/230,2005,Kevin Murphy,Not Drafted,Not Drafted,4* (#18 TE),Former players,Former players,Offense,"5.6 (#28 TE), #6 MI",True,TE,37,3.76
TE,"0.8776 (#29 TE), #540 OVR","88 (#28 TE), #44 GA",arriving in fall,2022 (Harbaugh),2015-> (Harbaugh),"78 (#17 TE-Y), #318 SE",6'6/215,0,Marlin Klein,Still in High School,2026,"4* , 90, #NR Ovr
 #19 TE, #31 GA",Class of 2022,Commits,Offense,"5.7 (#26 TE), #45 GA",True,TE,38,3.74
TE,-,-,Degree/Gave up football,1993 (Moeller),1990-'94 (Moeller),Lemming:#70 Southwest,6'2/220,1995,Pierre Cooper,Not Drafted,Not Drafted,-,Former players,Former players,Offense,-,True,TE,39,3.65
TE,"0.8653 (#41 WDE), #660 OVR",-,Degree and a Handshake,2010 (Rodriguez),2008-'10 (Rodriguez),"78 (#52 DE), #NR East",6'3/225,2013,Jordan Paskorz,Not Drafted,Not Drafted,3* (#74 DE),Former players,Former players,Offense,"5.6 (#41 WDE), #23 PA",True,TE,40,3.61
TE,"0.8333 (#28 WDE), #697 OVR",-,Degree/Medical,2005 (Carr),1995-'07 (Carr),-,6'3/217,2007,Chris McLaurin,Not Drafted,Not Drafted,3* (#58 LB),Former players,Former players,Offense,"5.5 (#27 WDE), #7 MI",True,TE,41,3.61
TE,"0.8614 (#39 TE), #799 OVR","86 (#41 TE), #895 OVR",On Team,2018 (Harbaugh),2015-> (Harbaugh),"77 (#21 TE-Y), #94 East",6'5/225,On Team,Luke Schoonmaker,Still in College,2024,"3* (#73 TE), #NR OVR",Current players,Current players,Offense,"5.6 (#36 TE), #3 CT",True,TE,42,3.55
TE,"0.8494 (#43 TE), #857 OVR","84 (#56 TE), #1216 OVR",Early NFL,2016 (Harbaugh),2015-> (Harbaugh),"77 (#23 TE-Y), #84 East",6'5/230,2019,Sean McKeon,UDFA,UDFA,3* (#32 TE),Former players,Former players,Offense,"5.6 (#34 TE), #2 MA",True,TE,43,3.55
TE,"0.8333 (#38 SDE), #586 OVR",-,Early NFL,2005 (Carr),1995-'07 (Carr),-,6'5/235,2008,Carson Butler,Not Drafted,Not Drafted,3* (#46 DE),Former players,Former players,Offense,"5.5 (#44 SDE), #12 MI",True,TE,44,3.53
TE,-,-,Played out eligibility,1991 (Moeller),1990-'94 (Moeller),Lemming: #36 PRO,6'5/220,1995,Jay Riemersma,2nd Day (Rnd 4-7),7th,-,Former players,Former players,Offense,-,True,TE,45,3.48
TE,"0.8 (#48 OLB), #812 OVR",-,Played out eligibility,2002 (Carr),1995-'07 (Carr),-,6'2/215,2006,Brian Thompson,Not Drafted,Not Drafted,not rated,Former players,Former players,Offense,"5.7 (#31 OLB), #32 MI",True,TE,46,3.3
TE,"0.8 (#82 SDE), not ranked",-,Degree and a Transfer,2011 (Hoke),2011-'14 (Hoke),"73 (#157 DE), #182 MW",6'3/230,2014,Keith Heitzman,Not Drafted,Not Drafted,3* (#63 TE),Former players,Former players,Offense,5.5 (#NR SDE),True,TE,47,3.19
TE,-,-,Degree and a Handshake,1999 (Carr),1995-'07 (Carr),-,6'4/190,2002,Phillip Brackins,Not Drafted,Not Drafted,-,Former players,Former players,Offense,5.3 (NR LB),True,TE,48,2.8
C,-,-,Behavioral: dismissed,1997 (Carr),1995-'07 (Carr),"Lemming: #2 G/C, #45 OVR, #8 MW",6'3/270,1998,Jason Brooks,Not Drafted,Not Drafted,"Superprep: #3 OL, #2 MW",Former players,Former players,Offense,6.1 (#NR OL),True,C,1,4.8
G,-,BCI: 2nd tm AA,Played out eligibility,1993 (Moeller),1990-'94 (Moeller),"Lemming: #2 DE, #3 East",6'0/270,1996,Damon Denson,2nd Day (Rnd 4-7),4th,"Superprep: #4 DL, #4 PA (AA)",Former players,Former players,Offense,-,True,OG,2,4.73
G,"0.9796 (#5 OT), #35 OVR","96 (#10 OT), #48 OVR",Played out eligibility,2016 (Harbaugh),2015-> (Harbaugh),"85 (#4 OT), #50 OVR",6'5/293,2019,Ben Bredeson,2nd Day (Rnd 4-7),4th,"4* (#1 OG), #36 OVR",Former players,Former players,Offense,"6.0 (#2 OG), #60 OVR",True,OG,3,4.72
G,"0.9753 (#3 OG), #49 OVR","96 (#4 OG), #61 OVR",Played out eligibility,2012 (Hoke),2011-'14 (Hoke),"81 (#10 OG), #132 OVR",6'5/300,2016,Kyle Kalis,UDFA but NFL player,UDFA+,"5* (#6 OT), #35 OVR",Former players,Former players,Offense,"6.1 (#4 OT), #22 OVR",True,OG,4,4.67
G,"0.9793 (#3 OL), #43 OVR","Lemming: #8 OL, # - OVR",Played out eligibility,2006 (Carr),1995-'07 (Carr),"82 (#11 OT), #135 OVR",6'5/290,2010,Stephen Schilling,2nd Day (Rnd 4-7),6th,"5* (#3 OL), #19 OVR",Former players,Former players,Offense,"6.1 (#2 OG), #26 OVR",True,OG,5,4.67
C,"0.9781 (#1 OC), #44 OVR","96 (#1 OC), #55 OVR",Early NFL,2017 (Harbaugh),2015-> (Harbaugh),"86 (#1 OC), #28 OVR",6'4/315,2019,Cesar Ruiz,1st Day (Rnd 1-3),1st,"4* (#2 OC), #98 OVR",Former players,Former players,Offense,"6.0 (#1 OC), #41 OVR",True,C,6,4.67
C,"0.9783 (#5 OL), #49 OVR","Lemming: #13 OL, # - OVR",Transfer: Coach,2006 (Carr),1995-'07 (Carr),"85 (#2 OG), #71 OVR",6'3/320,2007,Justin Boren,UDFA,UDFA,"5* (#7 OL), #42 OVR",Former players,Former players,Offense,"6.0 (#1 OC), #64 OVR",True,C,7,4.65
G,-,-,Degree/Medical,1997 (Carr),1995-'07 (Carr),"Lemming: #4 G/C, #9 East",6'3/285,1999,Todd Mossa,Not Drafted,Not Drafted,"Superprep: #10 OL, #4 NE",Former players,Former players,Offense,6.0 (#3 OG),True,OG,8,4.64
C,-,-,Played out eligibility,1992 (Moeller),1990-'94 (Moeller),Lemming: #1 OC,6'4/280,1996,Rod Payne,1st Day (Rnd 1-3),3rd,-,Former players,Former players,Offense,-,True,C,9,4.6
C,"0.9696 (#1 OC), #68 OVR","94 (#2 OC), #97 OVR",Played out eligibility,2013 (Hoke),2011-'14 (Hoke),"84 (#3 OG), #101 OVR",6'5/270,2017,Patrick Kugler,Not Drafted,Not Drafted,"5* (#1 OG), #27 OVR",Former players,Former players,Offense,"6.0 (#6 OC), #82 OVR",True,C,10,4.57
G,"0.9589 (#8 OG), #87 OVR","94 (#4 OG), #103 OVR",Transfer: Coach,2013 (Hoke),2011-'14 (Hoke),"83 (#7 OG), #157 OVR",6'5/305,2014,Kyle Bosch,UDFA,UDFA,"4* (#3 OT), #49 OVR",Former players,Former players,Offense,"5.9 (#7 OT), #104 OVR",True,OG,11,4.55
G,-,-,Degree and a Handshake,1990 (Moeller),1990-'94 (Moeller),Lemming: #10 DE,6'4/235,1993,Shawn Miller,Not Drafted,Not Drafted,-,Former players,Former players,Offense,-,True,OG,12,4.5
G,"0.9537 (#2 OG), #95 OVR","95 (#3 OG), #65 OVR",Degree and a Transfer,2013 (Hoke),2011-'14 (Hoke),"84 (#2 OG), #91 OVR",6'5/280,2016,David Dawson,Not Drafted,Not Drafted,"4* (#7 OG), #144 OVR",Former players,Former players,Offense,"5.8 (#9 OG), #165 OVR",True,OG,13,4.48
G,"0.9616 (#10 OT), #99 OVR",-,Degree and a Handshake,2004 (Carr),1995-'07 (Carr),Lemming: #9 G/C,6'4/290,2007,Brett Gallimore,Not Drafted,Not Drafted,"4* (#14 OL), #97 OVR",Former players,Former players,Offense,"5.9 (#10 OT), #96 OVR",True,OG,14,4.46
G,"0.9467 (#3 OG), #104 OVR","95 (#1 OG), #65 OVR",Played out eligibility,2016 (Harbaugh),2015-> (Harbaugh),"83 (#8 OG), #130 OVR",6'3/360,2019,Michael Onwenu,2nd Day (Rnd 4-7),6th,"4* (#9 OG), #140 OVR",Former players,Former players,Offense,"5.9 (#7 OG), #147 OVR",True,OG,15,4.44
G,-,-,Played out eligibility,1992 (Moeller),1990-'94 (Moeller),Lemming: #7 OG,6'4/275,1996,Harold Goodwin,Not Drafted,Not Drafted,-,Former players,Former players,Offense,-,True,OG,16,4.38
G,"0.9452 (#15 OT), #113 OVR","95 (#15 OT), #99 OVR",Degree and a Transfer,2017 (Harbaugh),2015-> (Harbaugh),"83 (#13 OT), #137 OVR",6'6/335,2021,Chuck Filiaga,Still in College,2023,"4* (#16 OT), #139 OVR",Former players,Former players,Offense,"5.8 (#16 OT), #175 OVR",True,OG,17,4.37
C,-,-,Played out eligibility,2000 (Carr),1995-'07 (Carr),"Lemming: #10 OT, #112 OVR",6'5/295,2004,David Baas,1st Day (Rnd 1-3),2nd,Superprep: #22 FL,Former players,Former players,Offense,3* (#29 OL),True,C,18,4.35
G,-,"BCI: #3 OL Midwest, All American",Played out eligibility,1995 (Carr),1995-'07 (Carr),"Lemming: #12 OT, #18 MW",6'7/240,1999,Chris Ziemann,UDFA,UDFA,"Superprep: #24 OL, #24 MW (AA)",Former players,Former players,Offense,-,True,OG,19,4.34
G,-,Athlon's: #27 Big Ten,Played out eligibility,1996 (Carr),1995-'07 (Carr),"Lemming:
 #11 OT, #30 SE (AA3t)",6'5/275,2000,Steve Hutchinson,1st Day (Rnd 1-3),1st,"Superprep: #23 DL, #23 FL (AA)",Former players,Former players,Offense,-,True,OG,20,4.32
G,-,"BlueChip Illustrated: #17 OL, All American",Degree/Gave up football,1993 (Moeller),1990-'94 (Moeller),"Lemming:#2 OG, All American",6'3/292,1995,Joe Ries,Not Drafted,Not Drafted,Superprep: #31 OL (AA),Former players,Former players,Offense,-,True,OG,21,4.32
G,"0.9295 (#10 OG), #174 OVR","92 (#9 OG), #179 OVR",Transfer: playing time,2019 (Harbaugh),2015-> (Harbaugh),"83 (#5 OG), #182 OVR",6'3/290,2021,Nolan Rumler,Still in College,2025,"4* (#15 OT), #125 OVR",Former players,Former players,Offense,"5.8 (#10 OG), #199 OVR",True,OG,22,4.31
G,-,BlueChip Illustrated: 1st Team All American,Played out eligibility,1993 (Moeller),1990-'94 (Moeller),"Lemming:#29 OG, #55 SE",6'5/280,1997,Zach Adami,Not Drafted,Not Drafted,"Superprep: #30 OL, #3 AR (AA)",Former players,Former players,Offense,-,True,OG,23,4.29
